	post_id	text	annotatorid	target	label	rationales	final_label
18	1271100523790254085	['ඉතින්', 'කොහොමද', 'කියපල්ලකෝ', 'කෙල්ලෝ', 'විස්වාස', 'කරන්නේ', 'යකෝ', 'එච්චර', 'උදව්', 'කරපු', 'එච්චර', 'තමන්ට', 'ආදරේ', 'කරපු', 'කොල්ලව', 'මරවන්න', 'තරම්', 'මේ', 'ගෑණි', 'කොච්චර', 'පාහරයිද', 'මම', 'මේ', 'වගේ', 'සීන්', 'එකක්', 'දැකලා', 'තියනවා', 'මම', 'ඉස්සරහම', 'මගේ', 'යාලුවගේ', 'කෙල්ල', 'ඒකී', 'ලව්', 'කරපු', 'හොර', 'කොල්ලාට', 'කියලා', 'ඌට', 'ගැස්සුවා', 'මමයි', 'බේර', 'ගත්තේ', 'නොදකින්', 'මෙහෙම', 'උන්', 'නම්']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]	toxic
19	1349270746804191237	['USER', 'පොන්න', 'පකෙක්', 'අපී', 'මෙහේ', 'සීතලට', 'අදින', 'ඇදුම්', 'ගිනි', 'ගහන', 'රස්නේ', 'මේ', 'මීහරකා', 'යටට', 'ඇදලා', 'බිජ්ජ', 'halfboill', 'වෙලා', 'ඇතී']	1	['None']	offensive	[[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]]	toxic
20	641622623084937217	['මොකද', 'බං', 'අර', 'සින්දුවක්', 'කියපු', 'කෙල්ලෙක්ට', 'මේ', 'හුජ්ජ', 'කොල්ලො', 'මෙච්චර', 'බනින්නෙ', 'ඒ', 'කෙල්ල', 'කරපු', 'වරද', 'මොකක්ද', 'මට', 'නම්', 'URL']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
21	1442336046293815301	['වැක්සීන්', 'එක', 'ගහගනිං', 'කැත', 'හූනෝ']	1	['None']	offensive	[[0, 0, 0, 1, 0]]	toxic
22	981913113346768896	['USER', 'අනේ', 'ඌකාපන්', 'බන්']	1	['None']	offensive	[[0, 0, 1, 0]]	toxic
23	941668066420813824	['USER', 'හාම්පුතා', 'ටද', 'බැල්ලි', 'ටද']	1	['None']	offensive	[[0, 0, 0, 1, 0]]	toxic
24	895648396869906436	['USER', 'USER', 'නාකි', 'ජෝඩුවක්', 'මතක්', 'වෙනව', 'බම්', 'මේ', 'කෝලම්', 'දැක්කම']	1	['None']	offensive	[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]	toxic
25	1133461018070249474	['ඔව්', 'ඉතින්', 'උසාවි', 'යනවා', 'මද්\u200dරසා', 'පාසල්', 'වසන්න', 'කව්ද', 'යකෝ', 'හෙඩ්ලයින්', 'එක', 'විතරක්', 'කියවලා', 'පෝස්ට්', 'හදන්නේ', 'JVP', 'ඔයා', 'හෙන', 'චාටර්', 'දැන්']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]]	toxic
26	1282534821357588480	['USER', 'තෝ', 'ළමයෙක්', 'හදපන්', 'ඉසෙල්ලාම', 'පපයා', 'රනිල්']	1	['None']	offensive	[[0, 1, 0, 0, 0, 1, 0]]	toxic
27	1444648582271832073	['22', 'අනුන්ගෙ', 'වැරැදි', 'ගැනම', 'හිත', 'හිත', 'ජීවත්', 'වෙලා', 'අනුන්ගෙ', 'වැරැදි', 'ගැනම', 'හිත', 'හිත', 'නාකි', 'වෙලා', 'අනුන්ගෙ', 'වැරැදි', 'ගැනම', 'හිත', 'හිත', 'මැරිලා', 'යනවා', 'අනුන්', 'ගැන', 'තරහෙන්ම', 'ජීවත්', 'වෙලා', 'අනුන්', 'ගැන', 'තරහෙන්ම', 'නාකි', 'වෙලා', 'අනුන්', 'ගැන', 'තරහෙන්ම', 'මැරිලා', 'යනවා', 'කාලකණ්ණි', 'ජීවිත', 'මේ', 'තාක්', 'මාත්', 'එවැනිම', 'එක', 'කාලකණ්ණියෙක්']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]	toxic
28	590201502930731008	['නාතන්', 'මෝඩයා', 'askprisonerඉතා', 'මෝඩ', '3']	1	['None']	offensive	[[0, 1, 0, 1, 0]]	toxic
29	678124313946497024	['සිංහලෙ', 'රනිල්ට', 'මොංගල්', 'සිරට', 'කඩෙ', 'යන', 'පර', 'සක්කිලි', 'හැත්ත', 'සිංහලෙ', 'කියලා', 'දාපුහාම', 'තොපිට', 'අපි', 'පෙන්නෙ', 'ජාති', 'වාදියො', 'වගෙ', 'URL']	1	['None']	offensive	[[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]	toxic
30	1078156813814632453	['USER', 'පලයන්', 'දොස්තර', 'නෝනේ', 'යන්ඩ']	1	['None']	offensive	[[0, 1, 0, 0, 0]]	toxic
31	726671124717703168	['කවුද', 'දන්නේ', 'නෑ', 'උසස්', 'පෙළ', 'විෂය', 'නිර්දේශයට', 'ගිරා', 'සංදේශය', 'දමපු', 'හරකා', 'අධ්\u200dයාපන', 'අමාත්\u200dයංශයේ', 'ඉන්නේ', 'ගොන්නු', 'ගොඩක්', 'තමන්ගේ', 'URL']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]]	toxic
32	1222161988542840832	['USER', 'USER', 'USER', 'ලොවට', 'හොරා', 'යූ', 'එන්', 'පීයට', 'හෝ', 'ජ', 'වි', 'පෙ', 'ට', 'පුක', 'දෙන', 'සොහොයුරෙක්']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]	toxic
33	1190640440535437312	['ෆේස්බුක්', 'එකෙන්', 'අයින්', 'උනා', 'වගෙම', 'දේශපාලන', 'රෙද්ද', 'වලිනුත්', 'අයින්', 'උනා', 'කාලෙකට', 'කලින්', 'මට', 'දැන්', 'හරි', 'සනීපයි', 'මිනිස්සු', 'කියන්නෙ', 'දේශපාලනික', 'සත්තු', 'ජාතියක්', 'පොර', 'කුකුල්ලුත්', 'එකෙක්', 'මැරෙනකම්', 'රන්ඩු', 'කරන්නෙබල්ලො', 'තමන්ගෙ', 'ඒරියා', 'එකේ', 'හුජ්ජ', 'කරන', 'එකෙත්', 'තියෙන්නෙ', 'දේශපාලන', 'ය', 'මන්', 'ඉතින්', 'පූසෙක්නෙ']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
34	1437447036291321858	['USER', 'නියම', 'කාලකන්නියෙක්මු', 'ප්\u200dරහාකරන්', 'වගේ']	1	['None']	offensive	[[0, 0, 0, 0, 0]]	toxic
35	1106123225795162112	['එක', 'එකා', 'ඉපදෙද්දි', 'හැලිච්ච', 'කුප්පි', 'පෝස්ට්', 'දැකලම', 'එපා', 'වෙලා', 'රෙද්ද']	1	['None']	offensive	[[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]]	toxic
36	1420010955455541249	['මේ', 'එකෙක්', 'වගේ', 'කාලකන්නි', 'සක්කිලි', 'බල්ලෙක්', 'මම', 'ලංකාවේ', 'දැකලා', 'නෑ', 'බල්ලෙක්', 'කියන්නත්', 'බැ', 'බල්ලා', 'මීට', 'වැඩිය', 'දහස්', 'ගණනකින්', 'හොදයි', '01', '263', 'views']	1	['None']	offensive	[[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
37	830331542291546112	['මේ', 'වගේ', 'වේස', 'බල්ලො', 'එල්ලන්න', 'ඕන', 'කන්න', 'දුන්නු', 'අත', 'හපා', 'කෑ', 'තවත්', 'සුනඛයෙක්', 'මූ', 'නමින්', 'අජිත්', 'සුසන්ත', 'ඉන්නෙ', 'URL']	1	['None']	offensive	[[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]	toxic
38	568908167805075456	['මේ', 'වගේ', 'සක්කිලි', 'බල්ලො', 'එපා', 'බං', 'මේ', 'ලොකෙට', 'URL']	1	['None']	offensive	[[0, 0, 1, 1, 0, 0, 0, 0, 0]]	toxic
39	801333244209852416	['ආපෝ', 'පයිය', 'නැලූ', 'හම්මේ', 'ආච්චී', 'ඔයා', 'නම්ම්']	1	['None']	offensive	[[0, 1, 0, 0, 0, 0, 0]]	toxic
40	878632650306576385	['USER', 'USER', 'සිකේ', 'උඹේ', 'කෑල්ල', 'උඹ', 'තියාගනින්']	1	['None']	offensive	[[0, 0, 1, 1, 0, 1, 0]]	toxic
41	1114938131113889792	['අක්කිලා', 'පිං', 'පාටයි', 'ඇන්ටිලා', 'පෙම්', 'පාටයි', 'නංගිලා', 'ගොන්', 'පාටයි']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 1, 0]]	toxic
42	1263511349801467910	['USER', 'වේසි', 'ඔයා', 'වේසි', 'කියල', 'හඟවන්නේ', 'කා', 'හටද', 'ඒසේ', 'කීම', 'සදාචාරාත්මක', 'නැති', 'බව', 'වැටහෙන්නෙ', 'නැතිදමේ', 'ඔයාටත්නංගියෙක්', 'අක්කේ්ක්', 'නැද්දඇයි', 'මේ', 'වගේ', 'ඒවා', 'දාන්නෙ', 'අනික', 'කාන්තාවකට', 'මුලින්ම', 'ගරුකරන්න', 'ඉගෙනගන්න', 'මේ', 'ඇති', 'නේදඅහල', 'අහල', 'එපාවෙලා', 'තියෙන්නෙ']	1	['None']	offensive	[[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
43	1084509318555197440	['අනේ', 'හුකන්නෝ', 'ක්\u200dරිකට්', 'ගහනව', 'නම්', 'ක්\u200dරිකට්', 'ගහන්', 'හිටපල්ලා', 'පුක', 'දීගෙන', 'හැමිනෙන්නේ', 'නැතුව', 'තොපේ', 'අම්මගේ', 'රෙද්ද', 'කලු', 'සල්ලි', 'කිව්ව', 'ගමන්', 'ට්\u200dරිගර්', 'වෙන', 'ගොන්', 'පකයො', 'ටිකක්', 'දාගෙන', 'ගහන', 'මොන', 'ක්\u200dරිකට්', 'ද', 'මේවා']	1	['None']	offensive	[[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]	toxic
44	1196325559116189696	['USER', 'පයියට', 'පයිය', 'නොකියා', 'අඹ', 'ගහ', 'වටග්', 'නමක්', 'කිවුවනං', 'ඒක', 'තමා', 'ඒයි', 'කුනුහරපෙ']	1	['None']	offensive	[[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
45	1119978091902726145	['USER', 'USER', 'අනේ', 'යකෝ', 'තො', 'කාලකන්නි', 'ෆොටෝ', 'ගහලා', 'මේකේ', 'දාපන්', 'තොගේ', 'කෙරුවාවතොපේ', 'අන්ඩුව', 'කලින්', 'ඉදන්', 'දැනගෙන', 'ඉදලා', 'තියනවා', 'මේ', 'විනාශය', 'කාලකන්නියා', 'අහිංසක', 'ජිවිත', 'නැති', 'උනා', 'නිසා', 'හිනා', 'වෙනවා', 'වගේ', 'සක්කිලි', 'වැඩ', 'පකෝමේතොපිට', 'අපි', 'බය', 'නෑ', 'පුලුවන්', 'දෙයක්', 'කරපන්', 'අපිට', 'මෙහෙම', 'ලියනවටතෝ', 'ආචාර්ය', 'පට්ටම', 'ගත්තේ', 'කොහෙන්ද', 'කියපන්', 'මුලින්']	1	['None']	offensive	[[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
46	1181448099933372418	['මැද', 'මුලන', 'වලව්වේ', 'ඉදන්', 'නිවැරිදි', 'තීන්දූ', 'තීරණ', 'ගත්ත', 'නිසාතමයි', 'අද', 'මේ', 'වගේ', 'පඩි', 'කථා', 'කියන', 'බොහොමයක්', 'එවුන්', 'මේකේ', 'කොටන්න', 'වත්', 'ජීවතුන්', 'අතර', 'ඉන්නේ', 'වෙද්දීත්', 'ජංගියේ', 'චූ', 'පෙරාගත්ත', 'හුජ්ජ', 'එවුන්', 'මේවා', 'දන්නේ', 'නෑ', 'kavinda', 'bandara', 'USER', '·', '8', 'Oct', '2019', 'දේශපාලන', 'පක්ෂඅනුව', 'තීරණ', 'ගන්නා', 'ආයතන', 'එජාපය', 'කෘත්\u200dයාධිකාරි', 'මණ්ඩලය', 'ශ්\u200dරීලනිපය', 'මධ්\u200dයම', 'කාරක', 'සභාව', 'ජවිපේ', 'දේශපාලන', 'මණ්ඩලය', 'ශ්\u200dරීලංමුකෝ', 'උත්තරීතර', 'මණ්ඩලය', 'පෙරටුගාමී', 'විධායක', 'සභාව', 'ජාතික', 'හෙල', 'උරුමය', 'මධ්\u200dයම', 'කාරක', 'සභාව', 'ටීඑන්ඒ', 'මධ්\u200dයම', 'කාරක', 'සභාව', 'ශ්\u200dරීලංපොපේ', 'මැදමුලන', 'වලව්ව', 'Copied']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
47	1194679193365295105	['USER', 'USER', 'මේවාගේ', 'මිනිහ', 'හරියට', 'කතාකරල', 'තියෙනවා', 'මම', 'පොන්නයද', 'කියල', 'උඹ', 'කිවුවද', 'ඌට', 'නම්', 'පුකේ', 'අරින්න', 'ගියේ', 'නෑඔය', 'කිවුව', 'පයිය', 'කටට', 'අරන්ද', 'දන්නෑ', 'ගොන්ද', 'නැද්ද', 'බැලුවේ']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]]	toxic
48	1340570821111078915	['USER', 'USER', 'නොදකින්', 'තෝපි', 'දෙන්නා']	1	['None']	offensive	[[0, 0, 1, 1, 0]]	toxic
49	965652802591748097	['I', 'liked', 'a', 'USER', 'URL', 'ලැජ්ජා', 'නහරය', 'බිජ්ජ', 'ලගින්ම', 'කපා']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]]	toxic
50	675277983842570240	['USER', 'USER', 'මොකා', 'වුණත්', 'සාප', 'වේවා', 'උන්ගේ', 'වෙලාව', 'විතරද', 'වටින්නේ', 'අනෙක', 'මුන්', 'මෙච්චර', 'කලබලේ', 'ගිහින්', 'කොරන්නෙ', 'මොනවද', 'රටකන්නෝ', 'අයියෝයහපාලනය', 'lka']	1	['None']	offensive	[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
51	1363822097554829313	['USER', 'පොර', 'ටෝක්', 'මයිත්\u200dරිපාල', 'සගෙ', 'ආන්ඩුවෙන්', 'කරන', 'කරන', 'මරි', 'මෝඩ', 'ගොන්', 'වැඩ', 'සාධාරනිකරනය', 'කරන්න', 'ජෙප්පො', 'සජබයො', 'පුතානෝ', 'කාඩ්', 'එක', 'ගහනවා', 'දැකලා', 'දැකලාම', 'තමා', 'ඉතින්']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
52	1132537472930344961	['USER', 'තොපිව', 'කනෙන්', 'අැදලා', 'එලියට', 'දාන්නෙ', 'බලාගන්', 'කාත්තන්කුඩි', 'ඔය', 'තරමට', 'අවි', 'තිබුණේ', 'තොපේ', 'ගැනු', 'රකින්නද']	1	['None']	offensive	[[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]]	toxic
53	820208817254334466	['ට', 'හුක', 'අපේ', 'උන්', '2nd', 'innings', 'එකත්', 'සෙල්ලම්', 'කරනවා', 'කියහන්කෝ', 'එකත්', 'කැතම', 'ඕපනින්', 'පාර්ට්නර්ෂිප්', 'එකකුත්', 'එක්ක', 'අනේ', 'දෙවියනේ', 'URL']	1	['None']	offensive	[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
54	1052132279730954241	['USER', 'ඕක', 'මොකද්ද', 'සහෝ', 'මම', 'නම්', 'යන', 'හැම', 'දවසෙම', 'ඔය', 'මගුල', 'පරක්කුයි', 'සෙන', 'ගොඩේ', 'තෙරපිලා', 'මම', 'නගින්නෙම', 'කැන්ටින්', 'එකට', 'ලබ්බ', 'ලකේපංකාව']	1	['None']	offensive	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]	toxic
55	990882010741719040	['කෝ', 'අර', 'පිස්සා', 'wedding', 'එකට', 'ගිහින්', 'sure', 'එකට', 'කෑලි', 'බල', 'බල', 'ඇති']	1	['None']	offensive	[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	toxic
